sale_id,date,store_id,product_id,units_sold,revenue
SALE-20260604-S002-P020,2026-06-04,S002,P020,11,7085.21
SALE-20260604-S002-P021,2026-06-04,S002,P021,8,1579.76
SALE-20260604-S002-P022,2026-06-04,S002,P022,8,5828.32
SALE-20260604-S002-P023,2026-06-04,S002,P023,10,7997.0
SALE-20260604-S002-P024,2026-06-04,S002,P024,4,597.6
SALE-20260604-S002-P025,2026-06-04,S002,P025,3,2071.41
SALE-20260604-S002-P026,2026-06-04,S002,P026,18,14757.84
SALE-20260604-S002-P027,2026-06-04,S002,P027,22,12966.36
SALE-20260604-S002-P028,2026-06-04,S002,P028,6,334.02
SALE-20260604-S002-P029,2026-06-04,S002,P029,15,3526.95
SALE-20260604-S002-P030,2026-06-04,S002,P030,4,922.64
SALE-20260604-S002-P031,2026-06-04,S002,P031,6,1748.52
SALE-20260604-S002-P032,2026-06-04,S002,P032,8,5012.8
SALE-20260604-S002-P033,2026-06-04,S002,P033,11,7424.01
SALE-20260604-S002-P034,2026-06-04,S002,P034,16,2710.24
SALE-20260604-S002-P035,2026-06-04,S002,P035,14,1716.12
SALE-20260604-S002-P036,2026-06-04,S002,P036,5,936.95
SALE-20260604-S002-P037,2026-06-04,S002,P037,16,2997.6
SALE-20260604-S002-P038,2026-06-04,S002,P038,6,2320.98
SALE-20260604-S002-P039,2026-06-04,S002,P039,3,1902.3
SALE-20260604-S002-P040,2026-06-04,S002,P040,6,966.3
SALE-20260604-S002-P041,2026-06-04,S002,P041,6,5906.34
SALE-20260604-S002-P042,2026-06-04,S002,P042,18,19232.82
SALE-20260604-S002-P043,2026-06-04,S002,P043,14,10283.84
SALE-20260604-S002-P044,2026-06-04,S002,P044,4,539.8
SALE-20260604-S002-P045,2026-06-04,S002,P045,17,7576.05
SALE-20260604-S002-P046,2026-06-04,S002,P046,3,1667.79
SALE-20260604-S002-P047,2026-06-04,S002,P047,6,5657.94
SALE-20260604-S002-P048,2026-06-04,S002,P048,12,5685.36
SALE-20260604-S002-P049,2026-06-04,S002,P049,11,6981.26
SALE-20260604-S002-P050,2026-06-04,S002,P050,4,1561.52
SALE-20260604-S003-P001,2026-06-04,S003,P001,9,7099.74
SALE-20260604-S003-P002,2026-06-04,S003,P002,5,3245.75
SALE-20260604-S003-P003,2026-06-04,S003,P003,4,4283.48
SALE-20260604-S003-P004,2026-06-04,S003,P004,2,304.3
SALE-20260604-S003-P005,2026-06-04,S003,P005,12,5290.8
SALE-20260604-S003-P006,2026-06-04,S003,P006,2,1675.98
SALE-20260604-S003-P007,2026-06-04,S003,P007,8,2056.16
SALE-20260604-S003-P008,2026-06-04,S003,P008,8,7073.2
SALE-20260604-S003-P009,2026-06-04,S003,P009,2,1512.38
SALE-20260604-S003-P010,2026-06-04,S003,P010,6,5920.2
SALE-20260604-S003-P011,2026-06-04,S003,P011,1,218.9
SALE-20260604-S003-P012,2026-06-04,S003,P012,20,3776.6
SALE-20260604-S003-P013,2026-06-04,S003,P013,4,3459.52
SALE-20260604-S003-P014,2026-06-04,S003,P014,10,3939.1
SALE-20260604-S003-P015,2026-06-04,S003,P015,1,195.12
SALE-20260604-S003-P016,2026-06-04,S003,P016,9,2377.53
SALE-20260604-S003-P017,2026-06-04,S003,P017,5,2517.45
SALE-20260604-S003-P018,2026-06-04,S003,P018,11,4044.7
SALE-20260604-S003-P019,2026-06-04,S003,P019,6,4849.62
SALE-20260604-S003-P020,2026-06-04,S003,P020,5,3220.55
SALE-20260604-S003-P021,2026-06-04,S003,P021,3,592.41
SALE-20260604-S003-P022,2026-06-04,S003,P022,3,2185.62
SALE-20260604-S003-P023,2026-06-04,S003,P023,3,2399.1
SALE-20260604-S003-P024,2026-06-04,S003,P024,4,597.6
SALE-20260604-S003-P025,2026-06-04,S003,P025,0,0.0
SALE-20260604-S003-P026,2026-06-04,S003,P026,5,4099.4
SALE-20260604-S003-P027,2026-06-04,S003,P027,20,11787.6
SALE-20260604-S003-P028,2026-06-04,S003,P028,3,167.01
SALE-20260604-S003-P029,2026-06-04,S003,P029,4,940.52
SALE-20260604-S003-P030,2026-06-04,S003,P030,5,1153.3
SALE-20260604-S003-P031,2026-06-04,S003,P031,6,1748.52
SALE-20260604-S003-P032,2026-06-04,S003,P032,2,1253.2
SALE-20260604-S003-P033,2026-06-04,S003,P033,8,5399.28
SALE-20260604-S003-P034,2026-06-04,S003,P034,13,2202.07
SALE-20260604-S003-P035,2026-06-04,S003,P035,10,1225.8
SALE-20260604-S003-P036,2026-06-04,S003,P036,2,374.78
SALE-20260604-S003-P037,2026-06-04,S003,P037,9,1686.15
SALE-20260604-S003-P038,2026-06-04,S003,P038,3,1160.49
SALE-20260604-S003-P039,2026-06-04,S003,P039,2,1268.2
SALE-20260604-S003-P040,2026-06-04,S003,P040,8,1288.4
SALE-20260604-S003-P041,2026-06-04,S003,P041,7,6890.73
SALE-20260604-S003-P042,2026-06-04,S003,P042,13,13890.37
SALE-20260604-S003-P043,2026-06-04,S003,P043,10,7345.6
SALE-20260604-S003-P044,2026-06-04,S003,P044,2,269.9
SALE-20260604-S003-P045,2026-06-04,S003,P045,13,5793.45
SALE-20260604-S003-P046,2026-06-04,S003,P046,7,3891.51
SALE-20260604-S003-P047,2026-06-04,S003,P047,4,3771.96
SALE-20260604-S003-P048,2026-06-04,S003,P048,4,1895.12
SALE-20260604-S003-P049,2026-06-04,S003,P049,7,4442.62
SALE-20260605-S001-P001,2026-06-05,S001,P001,11,8677.46
SALE-20260605-S001-P002,2026-06-05,S001,P002,8,5193.2
SALE-20260605-S001-P003,2026-06-05,S001,P003,2,2141.74
SALE-20260605-S001-P004,2026-06-05,S001,P004,2,304.3
SALE-20260605-S001-P005,2026-06-05,S001,P005,11,4849.9
SALE-20260605-S001-P006,2026-06-05,S001,P006,2,1675.98
SALE-20260605-S001-P007,2026-06-05,S001,P007,10,2570.2
SALE-20260605-S001-P008,2026-06-05,S001,P008,10,8841.5
SALE-20260605-S001-P009,2026-06-05,S001,P009,2,1512.38
SALE-20260605-S001-P010,2026-06-05,S001,P010,3,2960.1
SALE-20260605-S001-P011,2026-06-05,S001,P011,0,0.0
SALE-20260605-S001-P012,2026-06-05,S001,P012,22,4154.26
SALE-20260605-S001-P013,2026-06-05,S001,P013,7,6054.16
SALE-20260605-S001-P014,2026-06-05,S001,P014,17,6696.47
SALE-20260605-S001-P015,2026-06-05,S001,P015,3,585.36
SALE-20260605-S001-P016,2026-06-05,S001,P016,6,1585.02
SALE-20260605-S001-P017,2026-06-05,S001,P017,6,3020.94
SALE-20260605-S001-P018,2026-06-05,S001,P018,14,5147.8
SALE-20260605-S001-P019,2026-06-05,S001,P019,9,7274.43
SALE-20260605-S001-P020,2026-06-05,S001,P020,10,6441.1
SALE-20260605-S001-P021,2026-06-05,S001,P021,4,789.88
SALE-20260605-S001-P022,2026-06-05,S001,P022,9,6556.86
SALE-20260605-S001-P023,2026-06-05,S001,P023,7,5597.9
SALE-20260605-S001-P024,2026-06-05,S001,P024,10,1494.0
SALE-20260605-S001-P025,2026-06-05,S001,P025,0,0.0
SALE-20260605-S001-P026,2026-06-05,S001,P026,18,14757.84
SALE-20260605-S001-P027,2026-06-05,S001,P027,17,10019.46
SALE-20260605-S001-P028,2026-06-05,S001,P028,5,278.35
SALE-20260605-S001-P029,2026-06-05,S001,P029,7,1645.91
SALE-20260605-S001-P030,2026-06-05,S001,P030,8,1845.28
SALE-20260605-S001-P031,2026-06-05,S001,P031,9,2622.78
SALE-20260605-S001-P032,2026-06-05,S001,P032,9,5639.4
SALE-20260605-S001-P033,2026-06-05,S001,P033,13,8773.83
SALE-20260605-S001-P034,2026-06-05,S001,P034,12,2032.68
SALE-20260605-S001-P035,2026-06-05,S001,P035,13,1593.54
SALE-20260605-S001-P036,2026-06-05,S001,P036,2,374.78
SALE-20260605-S001-P037,2026-06-05,S001,P037,14,2622.9
SALE-20260605-S001-P038,2026-06-05,S001,P038,5,1934.15
SALE-20260605-S001-P039,2026-06-05,S001,P039,3,1902.3
SALE-20260605-S001-P040,2026-06-05,S001,P040,14,2254.7
SALE-20260605-S001-P041,2026-06-05,S001,P041,5,4921.95
SALE-20260605-S001-P042,2026-06-05,S001,P042,13,13890.37
SALE-20260605-S001-P043,2026-06-05,S001,P043,10,7345.6
SALE-20260605-S001-P044,2026-06-05,S001,P044,9,1214.55
SALE-20260605-S001-P045,2026-06-05,S001,P045,15,6684.75
SALE-20260605-S001-P046,2026-06-05,S001,P046,5,2779.65
SALE-20260605-S001-P047,2026-06-05,S001,P047,14,13201.86
SALE-20260605-S001-P048,2026-06-05,S001,P048,8,3790.24
SALE-20260605-S001-P049,2026-06-05,S001,P049,5,3173.3
SALE-20260605-S001-P050,2026-06-05,S001,P050,5,1951.9
SALE-20260605-S002-P001,2026-06-05,S002,P001,11,8677.46
SALE-20260605-S002-P002,2026-06-05,S002,P002,8,5193.2
SALE-20260605-S002-P003,2026-06-05,S002,P003,3,3212.61
SALE-20260605-S002-P004,2026-06-05,S002,P004,1,152.15
SALE-20260605-S002-P005,2026-06-05,S002,P005,9,3968.1
SALE-20260605-S002-P006,2026-06-05,S002,P006,4,3351.96
SALE-20260605-S002-P007,2026-06-05,S002,P007,0,0.0
SALE-20260605-S002-P008,2026-06-05,S002,P008,6,5304.9
SALE-20260605-S002-P009,2026-06-05,S002,P009,6,4537.14
SALE-20260605-S002-P010,2026-06-05,S002,P010,3,2960.1
SALE-20260605-S002-P011,2026-06-05,S002,P011,1,218.9
SALE-20260605-S002-P012,2026-06-05,S002,P012,15,2832.45
SALE-20260605-S002-P013,2026-06-05,S002,P013,6,5189.28
SALE-20260605-S002-P014,2026-06-05,S002,P014,15,5908.65
SALE-20260605-S002-P015,2026-06-05,S002,P015,4,780.48
SALE-20260605-S002-P016,2026-06-05,S002,P016,11,2905.87
SALE-20260605-S002-P017,2026-06-05,S002,P017,11,5538.39
SALE-20260605-S002-P018,2026-06-05,S002,P018,12,4412.4
SALE-20260605-S002-P019,2026-06-05,S002,P019,14,11315.78
SALE-20260605-S002-P020,2026-06-05,S002,P020,13,8373.43
SALE-20260605-S002-P021,2026-06-05,S002,P021,11,2172.17
SALE-20260605-S002-P022,2026-06-05,S002,P022,9,6556.86
SALE-20260605-S002-P023,2026-06-05,S002,P023,4,3198.8
SALE-20260605-S002-P024,2026-06-05,S002,P024,10,1494.0
SALE-20260605-S002-P025,2026-06-05,S002,P025,3,2071.41
SALE-20260605-S002-P026,2026-06-05,S002,P026,19,15577.72
SALE-20260605-S002-P027,2026-06-05,S002,P027,18,10608.84
SALE-20260605-S002-P028,2026-06-05,S002,P028,3,167.01
SALE-20260605-S002-P029,2026-06-05,S002,P029,9,2116.17
SALE-20260605-S002-P030,2026-06-05,S002,P030,6,1383.96
SALE-20260605-S002-P031,2026-06-05,S002,P031,14,4079.88
SALE-20260605-S002-P032,2026-06-05,S002,P032,6,3759.6
SALE-20260605-S002-P033,2026-06-05,S002,P033,11,7424.01
SALE-20260605-S002-P034,2026-06-05,S002,P034,15,2540.85
SALE-20260605-S002-P035,2026-06-05,S002,P035,19,2329.02
SALE-20260605-S002-P036,2026-06-05,S002,P036,5,936.95
SALE-20260605-S002-P037,2026-06-05,S002,P037,18,3372.3
SALE-20260605-S002-P038,2026-06-05,S002,P038,5,1934.15
SALE-20260605-S002-P039,2026-06-05,S002,P039,2,1268.2
SALE-20260605-S002-P040,2026-06-05,S002,P040,12,1932.6
SALE-20260605-S002-P041,2026-06-05,S002,P041,10,9843.9
SALE-20260605-S002-P042,2026-06-05,S002,P042,9,9616.41
SALE-20260605-S002-P043,2026-06-05,S002,P043,18,13222.08
SALE-20260605-S002-P044,2026-06-05,S002,P044,4,539.8
SALE-20260605-S002-P045,2026-06-05,S002,P045,12,5347.8
SALE-20260605-S002-P046,2026-06-05,S002,P046,1,555.93
SALE-20260605-S002-P047,2026-06-05,S002,P047,10,9429.9
SALE-20260605-S002-P048,2026-06-05,S002,P048,6,2842.68
SALE-20260605-S002-P049,2026-06-05,S002,P049,14,8885.24
SALE-20260605-S002-P050,2026-06-05,S002,P050,9,3513.42
SALE-20260605-S003-P001,2026-06-05,S003,P001,6,4733.16
SALE-20260605-S003-P002,2026-06-05,S003,P002,5,3245.75
SALE-20260605-S003-P003,2026-06-05,S003,P003,4,4283.48
SALE-20260605-S003-P004,2026-06-05,S003,P004,5,760.75
SALE-20260605-S003-P005,2026-06-05,S003,P005,8,3527.2
SALE-20260605-S003-P006,2026-06-05,S003,P006,3,2513.97
SALE-20260605-S003-P007,2026-06-05,S003,P007,12,3084.24
SALE-20260605-S003-P008,2026-06-05,S003,P008,7,6189.05
SALE-20260605-S003-P009,2026-06-05,S003,P009,4,3024.76
SALE-20260605-S003-P010,2026-06-05,S003,P010,9,8880.3
SALE-20260605-S003-P011,2026-06-05,S003,P011,1,218.9
SALE-20260605-S003-P012,2026-06-05,S003,P012,24,4531.92
SALE-20260605-S003-P013,2026-06-05,S003,P013,9,7783.92
SALE-20260605-S003-P014,2026-06-05,S003,P014,10,3939.1
SALE-20260605-S003-P015,2026-06-05,S003,P015,3,585.36
SALE-20260605-S003-P016,2026-06-05,S003,P016,6,1585.02
SALE-20260605-S003-P017,2026-06-05,S003,P017,2,1006.98
SALE-20260605-S003-P018,2026-06-05,S003,P018,12,4412.4
SALE-20260605-S003-P019,2026-06-05,S003,P019,9,7274.43
SALE-20260605-S003-P020,2026-06-05,S003,P020,13,8373.43
SALE-20260605-S003-P021,2026-06-05,S003,P021,2,394.94
SALE-20260605-S003-P022,2026-06-05,S003,P022,6,4371.24
SALE-20260605-S003-P023,2026-06-05,S003,P023,2,1599.4
SALE-20260605-S003-P024,2026-06-05,S003,P024,8,1195.2
SALE-20260605-S003-P025,2026-06-05,S003,P025,1,690.47
SALE-20260605-S003-P026,2026-06-05,S003,P026,13,10658.44
SALE-20260605-S003-P027,2026-06-05,S003,P027,10,5893.8
SALE-20260605-S003-P028,2026-06-05,S003,P028,3,167.01
SALE-20260605-S003-P029,2026-06-05,S003,P029,12,2821.56
SALE-20260605-S003-P030,2026-06-05,S003,P030,3,691.98
SALE-20260605-S003-P031,2026-06-05,S003,P031,7,2039.94
SALE-20260605-S003-P032,2026-06-05,S003,P032,5,3133.0
SALE-20260605-S003-P033,2026-06-05,S003,P033,4,2699.64
SALE-20260605-S003-P034,2026-06-05,S003,P034,15,2540.85
SALE-20260605-S003-P035,2026-06-05,S003,P035,10,1225.8
SALE-20260605-S003-P036,2026-06-05,S003,P036,7,1311.73
SALE-20260605-S003-P037,2026-06-05,S003,P037,15,2810.25
SALE-20260605-S003-P038,2026-06-05,S003,P038,5,1934.15
SALE-20260605-S003-P039,2026-06-05,S003,P039,1,634.1
SALE-20260605-S003-P040,2026-06-05,S003,P040,6,966.3
SALE-20260605-S003-P041,2026-06-05,S003,P041,5,4921.95
SALE-20260605-S003-P042,2026-06-05,S003,P042,6,6410.94
SALE-20260605-S003-P043,2026-06-05,S003,P043,6,4407.36
SALE-20260605-S003-P044,2026-06-05,S003,P044,6,809.7
SALE-20260605-S003-P045,2026-06-05,S003,P045,11,4902.15
SALE-20260605-S003-P046,2026-06-05,S003,P046,4,2223.72
SALE-20260605-S003-P047,2026-06-05,S003,P047,5,4714.95
SALE-20260605-S003-P048,2026-06-05,S003,P048,4,1895.12
SALE-20260605-S003-P049,2026-06-05,S003,P049,14,8885.24
SALE-20260606-S001-P001,2026-06-06,S001,P001,8,6310.88
SALE-20260606-S001-P002,2026-06-06,S001,P002,2,1298.3
SALE-20260606-S001-P003,2026-06-06,S001,P003,1,1070.87
SALE-20260606-S001-P004,2026-06-06,S001,P004,5,760.75
SALE-20260606-S001-P005,2026-06-06,S001,P005,15,6613.5
SALE-20260606-S001-P006,2026-06-06,S001,P006,6,5027.94
SALE-20260606-S001-P007,2026-06-06,S001,P007,15,3855.3
SALE-20260606-S001-P008,2026-06-06,S001,P008,9,7957.35
SALE-20260606-S001-P009,2026-06-06,S001,P009,4,3024.76
SALE-20260606-S001-P010,2026-06-06,S001,P010,10,9867.0
SALE-20260606-S001-P011,2026-06-06,S001,P011,1,218.9
SALE-20260606-S001-P012,2026-06-06,S001,P012,18,3398.94
SALE-20260606-S001-P013,2026-06-06,S001,P013,9,7783.92
SALE-20260606-S001-P014,2026-06-06,S001,P014,10,3939.1
SALE-20260606-S001-P015,2026-06-06,S001,P015,2,390.24
SALE-20260606-S001-P016,2026-06-06,S001,P016,4,1056.68
SALE-20260606-S001-P017,2026-06-06,S001,P017,7,3524.43
SALE-20260606-S001-P018,2026-06-06,S001,P018,15,5515.5
SALE-20260606-S001-P019,2026-06-06,S001,P019,16,12932.32
SALE-20260606-S001-P020,2026-06-06,S001,P020,5,3220.55
SALE-20260606-S001-P021,2026-06-06,S001,P021,8,1579.76
SALE-20260606-S001-P022,2026-06-06,S001,P022,7,5099.78
SALE-20260606-S001-P023,2026-06-06,S001,P023,8,6397.6
SALE-20260606-S001-P024,2026-06-06,S001,P024,14,2091.6
SALE-20260606-S001-P025,2026-06-06,S001,P025,0,0.0
SALE-20260606-S001-P026,2026-06-06,S001,P026,19,15577.72
SALE-20260606-S001-P027,2026-06-06,S001,P027,17,10019.46
SALE-20260606-S001-P028,2026-06-06,S001,P028,4,222.68
SALE-20260606-S001-P029,2026-06-06,S001,P029,9,2116.17
SALE-20260606-S001-P030,2026-06-06,S001,P030,5,1153.3
SALE-20260606-S001-P031,2026-06-06,S001,P031,13,3788.46
SALE-20260606-S001-P032,2026-06-06,S001,P032,2,1253.2
SALE-20260606-S001-P033,2026-06-06,S001,P033,11,7424.01
SALE-20260606-S001-P034,2026-06-06,S001,P034,15,2540.85
SALE-20260606-S001-P035,2026-06-06,S001,P035,10,1225.8
SALE-20260606-S001-P036,2026-06-06,S001,P036,1,187.39
SALE-20260606-S001-P037,2026-06-06,S001,P037,15,2810.25
SALE-20260606-S001-P038,2026-06-06,S001,P038,6,2320.98
SALE-20260606-S001-P039,2026-06-06,S001,P039,2,1268.2
SALE-20260606-S001-P040,2026-06-06,S001,P040,10,1610.5
SALE-20260606-S001-P041,2026-06-06,S001,P041,2,1968.78
SALE-20260606-S001-P042,2026-06-06,S001,P042,13,13890.37
SALE-20260606-S001-P043,2026-06-06,S001,P043,17,12487.52
SALE-20260606-S001-P044,2026-06-06,S001,P044,5,674.75
SALE-20260606-S001-P045,2026-06-06,S001,P045,26,11586.9
SALE-20260606-S001-P046,2026-06-06,S001,P046,5,2779.65
SALE-20260606-S001-P047,2026-06-06,S001,P047,10,9429.9
SALE-20260606-S001-P048,2026-06-06,S001,P048,6,2842.68
SALE-20260606-S001-P049,2026-06-06,S001,P049,15,9519.9
SALE-20260606-S001-P050,2026-06-06,S001,P050,8,3123.04
SALE-20260606-S002-P001,2026-06-06,S002,P001,11,8677.46
SALE-20260606-S002-P002,2026-06-06,S002,P002,7,4544.05
SALE-20260606-S002-P003,2026-06-06,S002,P003,1,1070.87
SALE-20260606-S002-P004,2026-06-06,S002,P004,1,152.15
SALE-20260606-S002-P005,2026-06-06,S002,P005,14,6172.6
SALE-20260606-S002-P006,2026-06-06,S002,P006,4,3351.96
SALE-20260606-S002-P007,2026-06-06,S002,P007,0,0.0
SALE-20260606-S002-P008,2026-06-06,S002,P008,19,16798.85
SALE-20260606-S002-P009,2026-06-06,S002,P009,10,7561.9
SALE-20260606-S002-P010,2026-06-06,S002,P010,11,10853.7
SALE-20260606-S002-P011,2026-06-06,S002,P011,2,437.8
SALE-20260606-S002-P012,2026-06-06,S002,P012,17,3210.11
SALE-20260606-S002-P013,2026-06-06,S002,P013,14,12108.32
SALE-20260606-S002-P014,2026-06-06,S002,P014,16,6302.56
SALE-20260606-S002-P015,2026-06-06,S002,P015,4,780.48
SALE-20260606-S002-P016,2026-06-06,S002,P016,15,3962.55
SALE-20260606-S002-P017,2026-06-06,S002,P017,12,6041.88
SALE-20260606-S002-P018,2026-06-06,S002,P018,17,6250.9
SALE-20260606-S002-P019,2026-06-06,S002,P019,17,13740.59
SALE-20260606-S002-P020,2026-06-06,S002,P020,9,5796.99
SALE-20260606-S002-P021,2026-06-06,S002,P021,5,987.35
SALE-20260606-S002-P022,2026-06-06,S002,P022,8,5828.32
SALE-20260606-S002-P023,2026-06-06,S002,P023,15,11995.5
SALE-20260606-S002-P024,2026-06-06,S002,P024,15,2241.0
SALE-20260606-S002-P025,2026-06-06,S002,P025,4,2761.88
SALE-20260606-S002-P026,2026-06-06,S002,P026,24,19677.12
SALE-20260606-S002-P027,2026-06-06,S002,P027,24,14145.12
SALE-20260606-S002-P028,2026-06-06,S002,P028,3,167.01
SALE-20260606-S002-P029,2026-06-06,S002,P029,13,3056.69
SALE-20260606-S002-P030,2026-06-06,S002,P030,7,1614.62
SALE-20260606-S002-P031,2026-06-06,S002,P031,13,3788.46
SALE-20260606-S002-P032,2026-06-06,S002,P032,5,3133.0
SALE-20260606-S002-P033,2026-06-06,S002,P033,17,11473.47
SALE-20260606-S002-P034,2026-06-06,S002,P034,18,3049.02
SALE-20260606-S002-P035,2026-06-06,S002,P035,13,1593.54
SALE-20260606-S002-P036,2026-06-06,S002,P036,4,749.56
SALE-20260606-S002-P037,2026-06-06,S002,P037,8,1498.8
SALE-20260606-S002-P038,2026-06-06,S002,P038,5,1934.15
SALE-20260606-S002-P039,2026-06-06,S002,P039,1,634.1
SALE-20260606-S002-P040,2026-06-06,S002,P040,11,1771.55
SALE-20260606-S002-P041,2026-06-06,S002,P041,11,10828.29
SALE-20260606-S002-P042,2026-06-06,S002,P042,13,13890.37
SALE-20260606-S002-P043,2026-06-06,S002,P043,22,16160.32
SALE-20260606-S002-P044,2026-06-06,S002,P044,6,809.7
SALE-20260606-S002-P045,2026-06-06,S002,P045,21,9358.65
SALE-20260606-S002-P046,2026-06-06,S002,P046,7,3891.51
SALE-20260606-S002-P047,2026-06-06,S002,P047,12,11315.88
SALE-20260606-S002-P048,2026-06-06,S002,P048,6,2842.68
SALE-20260606-S002-P049,2026-06-06,S002,P049,23,14597.18
SALE-20260606-S002-P050,2026-06-06,S002,P050,2,780.76
SALE-20260606-S003-P001,2026-06-06,S003,P001,5,3944.3
SALE-20260606-S003-P002,2026-06-06,S003,P002,2,1298.3
SALE-20260606-S003-P003,2026-06-06,S003,P003,4,4283.48
SALE-20260606-S003-P004,2026-06-06,S003,P004,8,1217.2
SALE-20260606-S003-P005,2026-06-06,S003,P005,10,4409.0
SALE-20260606-S003-P006,2026-06-06,S003,P006,2,1675.98
SALE-20260606-S003-P007,2026-06-06,S003,P007,20,5140.4
SALE-20260606-S003-P008,2026-06-06,S003,P008,7,6189.05
SALE-20260606-S003-P009,2026-06-06,S003,P009,6,4537.14
SALE-20260606-S003-P010,2026-06-06,S003,P010,10,9867.0
SALE-20260606-S003-P011,2026-06-06,S003,P011,3,656.7
SALE-20260606-S003-P012,2026-06-06,S003,P012,10,1888.3
SALE-20260606-S003-P013,2026-06-06,S003,P013,2,1729.76
SALE-20260606-S003-P014,2026-06-06,S003,P014,8,3151.28
SALE-20260606-S003-P015,2026-06-06,S003,P015,0,0.0
SALE-20260606-S003-P016,2026-06-06,S003,P016,7,1849.19
SALE-20260606-S003-P017,2026-06-06,S003,P017,7,3524.43
SALE-20260606-S003-P018,2026-06-06,S003,P018,8,2941.6
SALE-20260606-S003-P019,2026-06-06,S003,P019,8,6466.16
SALE-20260606-S003-P020,2026-06-06,S003,P020,9,5796.99
SALE-20260606-S003-P021,2026-06-06,S003,P021,9,1777.23
SALE-20260606-S003-P022,2026-06-06,S003,P022,3,2185.62
SALE-20260606-S003-P023,2026-06-06,S003,P023,10,7997.0
SALE-20260606-S003-P024,2026-06-06,S003,P024,5,747.0
SALE-20260606-S003-P025,2026-06-06,S003,P025,1,690.47
SALE-20260606-S003-P026,2026-06-06,S003,P026,11,9018.68
SALE-20260606-S003-P027,2026-06-06,S003,P027,11,6483.18
SALE-20260606-S003-P028,2026-06-06,S003,P028,0,0.0
SALE-20260606-S003-P029,2026-06-06,S003,P029,11,2586.43
SALE-20260606-S003-P030,2026-06-06,S003,P030,0,0.0
SALE-20260606-S003-P031,2026-06-06,S003,P031,9,2622.78
SALE-20260606-S003-P032,2026-06-06,S003,P032,10,6266.0
SALE-20260606-S003-P033,2026-06-06,S003,P033,4,2699.64
SALE-20260606-S003-P034,2026-06-06,S003,P034,6,1016.34
SALE-20260606-S003-P035,2026-06-06,S003,P035,12,1470.96
SALE-20260606-S003-P036,2026-06-06,S003,P036,2,374.78
SALE-20260606-S003-P037,2026-06-06,S003,P037,12,2248.2
SALE-20260606-S003-P038,2026-06-06,S003,P038,3,1160.49
SALE-20260606-S003-P039,2026-06-06,S003,P039,1,634.1
SALE-20260606-S003-P040,2026-06-06,S003,P040,5,805.25
SALE-20260606-S003-P041,2026-06-06,S003,P041,7,6890.73
SALE-20260606-S003-P042,2026-06-06,S003,P042,16,17095.84
SALE-20260606-S003-P043,2026-06-06,S003,P043,6,4407.36
SALE-20260606-S003-P044,2026-06-06,S003,P044,2,269.9
SALE-20260606-S003-P045,2026-06-06,S003,P045,11,4902.15
SALE-20260606-S003-P046,2026-06-06,S003,P046,0,0.0
SALE-20260606-S003-P047,2026-06-06,S003,P047,7,6600.93
SALE-20260606-S003-P048,2026-06-06,S003,P048,6,2842.68
SALE-20260606-S003-P049,2026-06-06,S003,P049,21,13327.86
SALE-20260607-S001-P001,2026-06-07,S001,P001,14,11044.04
SALE-20260607-S001-P002,2026-06-07,S001,P002,7,4544.05
SALE-20260607-S001-P003,2026-06-07,S001,P003,1,1070.87
SALE-20260607-S001-P004,2026-06-07,S001,P004,1,152.15
SALE-20260607-S001-P005,2026-06-07,S001,P005,7,3086.3
SALE-20260607-S001-P006,2026-06-07,S001,P006,5,4189.95
SALE-20260607-S001-P007,2026-06-07,S001,P007,19,4883.38
SALE-20260607-S001-P008,2026-06-07,S001,P008,15,13262.25
SALE-20260607-S001-P009,2026-06-07,S001,P009,7,5293.33
SALE-20260607-S001-P010,2026-06-07,S001,P010,9,8880.3
SALE-20260607-S001-P011,2026-06-07,S001,P011,4,875.6
SALE-20260607-S001-P012,2026-06-07,S001,P012,20,3776.6
SALE-20260607-S001-P013,2026-06-07,S001,P013,12,10378.56
SALE-20260607-S001-P014,2026-06-07,S001,P014,8,3151.28
SALE-20260607-S001-P015,2026-06-07,S001,P015,4,780.48
SALE-20260607-S001-P016,2026-06-07,S001,P016,7,1849.19
SALE-20260607-S001-P017,2026-06-07,S001,P017,14,7048.86
SALE-20260607-S001-P018,2026-06-07,S001,P018,13,4780.1
SALE-20260607-S001-P019,2026-06-07,S001,P019,9,7274.43
SALE-20260607-S001-P020,2026-06-07,S001,P020,10,6441.1
SALE-20260607-S001-P021,2026-06-07,S001,P021,7,1382.29
SALE-20260607-S001-P022,2026-06-07,S001,P022,5,3642.7
SALE-20260607-S001-P023,2026-06-07,S001,P023,8,6397.6
SALE-20260607-S001-P024,2026-06-07,S001,P024,9,1344.6
SALE-20260607-S001-P025,2026-06-07,S001,P025,1,690.47
SALE-20260607-S001-P026,2026-06-07,S001,P026,15,12298.2
SALE-20260607-S001-P027,2026-06-07,S001,P027,14,8251.32
SALE-20260607-S001-P028,2026-06-07,S001,P028,5,278.35
SALE-20260607-S001-P029,2026-06-07,S001,P029,11,2586.43
SALE-20260607-S001-P030,2026-06-07,S001,P030,4,922.64
SALE-20260607-S001-P031,2026-06-07,S001,P031,10,2914.2
SALE-20260607-S001-P032,2026-06-07,S001,P032,6,3759.6
SALE-20260607-S001-P033,2026-06-07,S001,P033,11,7424.01
SALE-20260607-S001-P034,2026-06-07,S001,P034,7,1185.73
SALE-20260607-S001-P035,2026-06-07,S001,P035,9,1103.22
