inventory_id,date,store_id,product_id,current_stock,reorder_level
INV-20260603-S001-P032,2026-06-03,S001,P032,245,37.0
INV-20260603-S001-P033,2026-06-03,S001,P033,114,72.0
INV-20260603-S001-P034,2026-06-03,S001,P034,153,79.0
INV-20260603-S001-P035,2026-06-03,S001,P035,409,83.0
INV-20260603-S001-P036,2026-06-03,S001,P036,35,20.0
INV-20260603-S001-P037,2026-06-03,S001,P037,100,97.0
INV-20260603-S001-P038,2026-06-03,S001,P038,250,32.0
INV-20260603-S001-P039,2026-06-03,S001,P039,312,14.0
INV-20260603-S001-P040,2026-06-03,S001,P040,140,62.0
INV-20260603-S001-P041,2026-06-03,S001,P041,140,45.0
INV-20260603-S001-P042,2026-06-03,S001,P042,141,88.0
INV-20260603-S001-P043,2026-06-03,S001,P043,194,86.0
INV-20260603-S001-P044,2026-06-03,S001,P044,116,40.0
INV-20260603-S001-P045,2026-06-03,S001,P045,311,100.0
INV-20260603-S001-P046,2026-06-03,S001,P046,214,37.0
INV-20260603-S001-P047,2026-06-03,S001,P047,103,59.0
INV-20260603-S001-P048,2026-06-03,S001,P048,159,34.0
INV-20260603-S001-P049,2026-06-03,S001,P049,164,98.0
INV-20260603-S001-P050,2026-06-03,S001,P050,83,26.0
INV-20260603-S002-P001,2026-06-03,S002,P001,153,57.0
INV-20260603-S002-P002,2026-06-03,S002,P002,139,41.0
INV-20260603-S002-P003,2026-06-03,S002,P003,74,24.0
INV-20260603-S002-P004,2026-06-03,S002,P004,402,20.0
INV-20260603-S002-P005,2026-06-03,S002,P005,198,66.0
INV-20260603-S002-P006,2026-06-03,S002,P006,117,26.0
INV-20260603-S002-P007,2026-06-03,S002,P007,227,97.0
INV-20260603-S002-P008,2026-06-03,S002,P008,315,65.0
INV-20260603-S002-P009,2026-06-03,S002,P009,196,43.0
INV-20260603-S002-P010,2026-06-03,S002,P010,236,66.0
INV-20260603-S002-P011,2026-06-03,S002,P011,78,12.0
INV-20260603-S002-P012,2026-06-03,S002,P012,469,101.0
INV-20260603-S002-P013,2026-06-03,S002,P013,106,56.0
INV-20260603-S002-P014,2026-06-03,S002,P014,91,84.0
INV-20260603-S002-P015,2026-06-03,S002,P015,83,18.0
INV-20260603-S002-P016,2026-06-03,S002,P016,250,56.0
INV-20260603-S002-P017,2026-06-03,S002,P017,130,56.0
INV-20260603-S002-P018,2026-06-03,S002,P018,431,99.0
INV-20260603-S002-P019,2026-06-03,S002,P019,119,64.0
INV-20260603-S002-P020,2026-06-03,S002,P020,188,55.0
INV-20260603-S002-P021,2026-06-03,S002,P021,220,35.0
INV-20260603-S002-P022,2026-06-03,S002,P022,124,41.0
INV-20260603-S002-P023,2026-06-03,S002,P023,287,59.0
INV-20260603-S002-P024,2026-06-03,S002,P024,232,51.0
INV-20260603-S002-P025,2026-06-03,S002,P025,167,12.0
INV-20260603-S002-P026,2026-06-03,S002,P026,415,88.0
INV-20260603-S002-P027,2026-06-03,S002,P027,290,95.0
INV-20260603-S002-P028,2026-06-03,S002,P028,238,23.0
INV-20260603-S002-P029,2026-06-03,S002,P029,302,62.0
INV-20260603-S002-P030,2026-06-03,S002,P030,230,20.0
INV-20260603-S002-P031,2026-06-03,S002,P031,337,74.0
INV-20260603-S002-P032,2026-06-03,S002,P032,175,37.0
INV-20260603-S002-P033,2026-06-03,S002,P033,289,72.0
INV-20260603-S002-P034,2026-06-03,S002,P034,378,79.0
INV-20260603-S002-P035,2026-06-03,S002,P035,149,83.0
INV-20260603-S002-P036,2026-06-03,S002,P036,94,20.0
INV-20260603-S002-P037,2026-06-03,S002,P037,184,97.0
INV-20260603-S002-P038,2026-06-03,S002,P038,206,32.0
INV-20260603-S002-P039,2026-06-03,S002,P039,34,14.0
INV-20260603-S002-P040,2026-06-03,S002,P040,162,62.0
INV-20260603-S002-P041,2026-06-03,S002,P041,194,45.0
INV-20260603-S002-P042,2026-06-03,S002,P042,141,88.0
INV-20260603-S002-P043,2026-06-03,S002,P043,393,86.0
INV-20260603-S002-P044,2026-06-03,S002,P044,60,40.0
INV-20260603-S002-P045,2026-06-03,S002,P045,149,100.0
INV-20260603-S002-P046,2026-06-03,S002,P046,119,37.0
INV-20260603-S002-P047,2026-06-03,S002,P047,128,59.0
INV-20260603-S002-P048,2026-06-03,S002,P048,223,34.0
INV-20260603-S002-P049,2026-06-03,S002,P049,164,98.0
INV-20260603-S002-P050,2026-06-03,S002,P050,39,26.0
INV-20260603-S003-P001,2026-06-03,S003,P001,211,57.0
INV-20260603-S003-P002,2026-06-03,S003,P002,248,41.0
INV-20260603-S003-P003,2026-06-03,S003,P003,150,24.0
INV-20260603-S003-P004,2026-06-03,S003,P004,84,20.0
INV-20260603-S003-P005,2026-06-03,S003,P005,328,66.0
INV-20260603-S003-P006,2026-06-03,S003,P006,183,26.0
INV-20260603-S003-P007,2026-06-03,S003,P007,197,97.0
INV-20260603-S003-P008,2026-06-03,S003,P008,83,65.0
INV-20260603-S003-P009,2026-06-03,S003,P009,220,43.0
INV-20260603-S003-P010,2026-06-03,S003,P010,148,66.0
INV-20260603-S003-P011,2026-06-03,S003,P011,286,12.0
INV-20260603-S003-P012,2026-06-03,S003,P012,173,101.0
INV-20260603-S003-P013,2026-06-03,S003,P013,151,56.0
INV-20260603-S003-P014,2026-06-03,S003,P014,316,84.0
INV-20260603-S003-P015,2026-06-03,S003,P015,40,18.0
INV-20260603-S003-P016,2026-06-03,S003,P016,225,56.0
INV-20260603-S003-P017,2026-06-03,S003,P017,154,56.0
INV-20260603-S003-P018,2026-06-03,S003,P018,366,99.0
INV-20260603-S003-P019,2026-06-03,S003,P019,173,64.0
INV-20260603-S003-P020,2026-06-03,S003,P020,217,55.0
INV-20260603-S003-P021,2026-06-03,S003,P021,200,35.0
INV-20260603-S003-P022,2026-06-03,S003,P022,212,41.0
INV-20260603-S003-P023,2026-06-03,S003,P023,277,59.0
INV-20260603-S003-P024,2026-06-03,S003,P024,68,51.0
INV-20260603-S003-P025,2026-06-03,S003,P025,258,12.0
INV-20260603-S003-P026,2026-06-03,S003,P026,400,88.0
INV-20260603-S003-P027,2026-06-03,S003,P027,440,95.0
INV-20260603-S003-P028,2026-06-03,S003,P028,26,23.0
INV-20260603-S003-P029,2026-06-03,S003,P029,77,62.0
INV-20260603-S003-P030,2026-06-03,S003,P030,58,20.0
INV-20260603-S003-P031,2026-06-03,S003,P031,241,74.0
INV-20260603-S003-P032,2026-06-03,S003,P032,231,37.0
INV-20260603-S003-P033,2026-06-03,S003,P033,243,72.0
INV-20260603-S003-P034,2026-06-03,S003,P034,116,79.0
INV-20260603-S003-P035,2026-06-03,S003,P035,306,83.0
INV-20260603-S003-P036,2026-06-03,S003,P036,96,20.0
INV-20260603-S003-P037,2026-06-03,S003,P037,283,97.0
INV-20260603-S003-P038,2026-06-03,S003,P038,150,32.0
INV-20260603-S003-P039,2026-06-03,S003,P039,294,14.0
INV-20260603-S003-P040,2026-06-03,S003,P040,69,62.0
INV-20260603-S003-P041,2026-06-03,S003,P041,261,45.0
INV-20260603-S003-P042,2026-06-03,S003,P042,400,88.0
INV-20260603-S003-P043,2026-06-03,S003,P043,414,86.0
INV-20260603-S003-P044,2026-06-03,S003,P044,143,40.0
INV-20260603-S003-P045,2026-06-03,S003,P045,213,100.0
INV-20260603-S003-P046,2026-06-03,S003,P046,99,37.0
INV-20260603-S003-P047,2026-06-03,S003,P047,170,59.0
INV-20260603-S003-P048,2026-06-03,S003,P048,92,34.0
INV-20260603-S003-P049,2026-06-03,S003,P049,483,98.0
INV-20260604-S001-P001,2026-06-04,S001,P001,250,57.0
INV-20260604-S001-P002,2026-06-04,S001,P002,74,41.0
INV-20260604-S001-P003,2026-06-04,S001,P003,73,24.0
INV-20260604-S001-P004,2026-06-04,S001,P004,150,20.0
INV-20260604-S001-P005,2026-06-04,S001,P005,124,66.0
INV-20260604-S001-P006,2026-06-04,S001,P006,318,26.0
INV-20260604-S001-P007,2026-06-04,S001,P007,146,97.0
INV-20260604-S001-P008,2026-06-04,S001,P008,110,65.0
INV-20260604-S001-P009,2026-06-04,S001,P009,92,43.0
INV-20260604-S001-P010,2026-06-04,S001,P010,308,66.0
INV-20260604-S001-P011,2026-06-04,S001,P011,299,12.0
INV-20260604-S001-P012,2026-06-04,S001,P012,352,101.0
INV-20260604-S001-P013,2026-06-04,S001,P013,126,56.0
INV-20260604-S001-P014,2026-06-04,S001,P014,402,84.0
INV-20260604-S001-P015,2026-06-04,S001,P015,31,18.0
INV-20260604-S001-P016,2026-06-04,S001,P016,248,56.0
INV-20260604-S001-P017,2026-06-04,S001,P017,257,56.0
INV-20260604-S001-P018,2026-06-04,S001,P018,188,99.0
INV-20260604-S001-P019,2026-06-04,S001,P019,65,64.0
INV-20260604-S001-P020,2026-06-04,S001,P020,103,55.0
INV-20260604-S001-P021,2026-06-04,S001,P021,52,35.0
INV-20260604-S001-P022,2026-06-04,S001,P022,133,41.0
INV-20260604-S001-P023,2026-06-04,S001,P023,221,59.0
INV-20260604-S001-P024,2026-06-04,S001,P024,206,51.0
INV-20260604-S001-P025,2026-06-04,S001,P025,327,12.0
INV-20260604-S001-P026,2026-06-04,S001,P026,429,88.0
INV-20260604-S001-P027,2026-06-04,S001,P027,312,95.0
INV-20260604-S001-P028,2026-06-04,S001,P028,232,23.0
INV-20260604-S001-P029,2026-06-04,S001,P029,199,62.0
INV-20260604-S001-P030,2026-06-04,S001,P030,90,20.0
INV-20260604-S001-P031,2026-06-04,S001,P031,353,74.0
INV-20260604-S001-P032,2026-06-04,S001,P032,240,37.0
INV-20260604-S001-P033,2026-06-04,S001,P033,92,72.0
INV-20260604-S001-P034,2026-06-04,S001,P034,145,79.0
INV-20260604-S001-P035,2026-06-04,S001,P035,400,83.0
INV-20260604-S001-P036,2026-06-04,S001,P036,33,20.0
INV-20260604-S001-P037,2026-06-04,S001,P037,482,97.0
INV-20260604-S001-P038,2026-06-04,S001,P038,248,32.0
INV-20260604-S001-P039,2026-06-04,S001,P039,312,14.0
INV-20260604-S001-P040,2026-06-04,S001,P040,134,62.0
INV-20260604-S001-P041,2026-06-04,S001,P041,135,45.0
INV-20260604-S001-P042,2026-06-04,S001,P042,134,88.0
INV-20260604-S001-P043,2026-06-04,S001,P043,181,86.0
INV-20260604-S001-P044,2026-06-04,S001,P044,109,40.0
INV-20260604-S001-P045,2026-06-04,S001,P045,292,100.0
INV-20260604-S001-P046,2026-06-04,S001,P046,207,37.0
INV-20260604-S001-P047,2026-06-04,S001,P047,96,59.0
INV-20260604-S001-P048,2026-06-04,S001,P048,155,34.0
INV-20260604-S001-P049,2026-06-04,S001,P049,151,98.0
INV-20260604-S001-P050,2026-06-04,S001,P050,78,26.0
INV-20260604-S002-P001,2026-06-04,S002,P001,143,57.0
INV-20260604-S002-P002,2026-06-04,S002,P002,136,41.0
INV-20260604-S002-P003,2026-06-04,S002,P003,70,24.0
INV-20260604-S002-P004,2026-06-04,S002,P004,402,20.0
INV-20260604-S002-P005,2026-06-04,S002,P005,188,66.0
INV-20260604-S002-P006,2026-06-04,S002,P006,114,26.0
INV-20260604-S002-P007,2026-06-04,S002,P007,227,97.0
INV-20260604-S002-P008,2026-06-04,S002,P008,303,65.0
INV-20260604-S002-P009,2026-06-04,S002,P009,189,43.0
INV-20260604-S002-P010,2026-06-04,S002,P010,226,66.0
INV-20260604-S002-P011,2026-06-04,S002,P011,76,12.0
INV-20260604-S002-P012,2026-06-04,S002,P012,453,101.0
INV-20260604-S002-P013,2026-06-04,S002,P013,98,56.0
INV-20260604-S002-P014,2026-06-04,S002,P014,410,84.0
INV-20260604-S002-P015,2026-06-04,S002,P015,79,18.0
INV-20260604-S002-P016,2026-06-04,S002,P016,242,56.0
INV-20260604-S002-P017,2026-06-04,S002,P017,121,56.0
INV-20260604-S002-P018,2026-06-04,S002,P018,415,99.0
INV-20260604-S002-P019,2026-06-04,S002,P019,109,64.0
INV-20260604-S002-P020,2026-06-04,S002,P020,177,55.0
INV-20260604-S002-P021,2026-06-04,S002,P021,212,35.0
INV-20260604-S002-P022,2026-06-04,S002,P022,116,41.0
INV-20260604-S002-P023,2026-06-04,S002,P023,277,59.0
INV-20260604-S002-P024,2026-06-04,S002,P024,228,51.0
INV-20260604-S002-P025,2026-06-04,S002,P025,164,12.0
INV-20260604-S002-P026,2026-06-04,S002,P026,397,88.0
INV-20260604-S002-P027,2026-06-04,S002,P027,268,95.0
INV-20260604-S002-P028,2026-06-04,S002,P028,232,23.0
INV-20260604-S002-P029,2026-06-04,S002,P029,287,62.0
INV-20260604-S002-P030,2026-06-04,S002,P030,226,20.0
INV-20260604-S002-P031,2026-06-04,S002,P031,331,74.0
INV-20260604-S002-P032,2026-06-04,S002,P032,167,37.0
INV-20260604-S002-P033,2026-06-04,S002,P033,278,72.0
INV-20260604-S002-P034,2026-06-04,S002,P034,362,79.0
INV-20260604-S002-P035,2026-06-04,S002,P035,135,83.0
INV-20260604-S002-P036,2026-06-04,S002,P036,89,20.0
INV-20260604-S002-P037,2026-06-04,S002,P037,168,97.0
INV-20260604-S002-P038,2026-06-04,S002,P038,200,32.0
INV-20260604-S002-P039,2026-06-04,S002,P039,31,14.0
INV-20260604-S002-P040,2026-06-04,S002,P040,156,62.0
INV-20260604-S002-P041,2026-06-04,S002,P041,188,45.0
INV-20260604-S002-P042,2026-06-04,S002,P042,123,88.0
INV-20260604-S002-P043,2026-06-04,S002,P043,379,86.0
INV-20260604-S002-P044,2026-06-04,S002,P044,56,40.0
INV-20260604-S002-P045,2026-06-04,S002,P045,132,100.0
INV-20260604-S002-P046,2026-06-04,S002,P046,116,37.0
INV-20260604-S002-P047,2026-06-04,S002,P047,122,59.0
INV-20260604-S002-P048,2026-06-04,S002,P048,211,34.0
INV-20260604-S002-P049,2026-06-04,S002,P049,153,98.0
INV-20260604-S002-P050,2026-06-04,S002,P050,35,26.0
INV-20260604-S003-P001,2026-06-04,S003,P001,202,57.0
INV-20260604-S003-P002,2026-06-04,S003,P002,243,41.0
INV-20260604-S003-P003,2026-06-04,S003,P003,146,24.0
INV-20260604-S003-P004,2026-06-04,S003,P004,82,20.0
INV-20260604-S003-P005,2026-06-04,S003,P005,316,66.0
INV-20260604-S003-P006,2026-06-04,S003,P006,181,26.0
INV-20260604-S003-P007,2026-06-04,S003,P007,189,97.0
INV-20260604-S003-P008,2026-06-04,S003,P008,75,65.0
INV-20260604-S003-P009,2026-06-04,S003,P009,218,43.0
INV-20260604-S003-P010,2026-06-04,S003,P010,142,66.0
INV-20260604-S003-P011,2026-06-04,S003,P011,285,12.0
INV-20260604-S003-P012,2026-06-04,S003,P012,153,101.0
INV-20260604-S003-P013,2026-06-04,S003,P013,147,56.0
INV-20260604-S003-P014,2026-06-04,S003,P014,306,84.0
INV-20260604-S003-P015,2026-06-04,S003,P015,39,18.0
INV-20260604-S003-P016,2026-06-04,S003,P016,216,56.0
INV-20260604-S003-P017,2026-06-04,S003,P017,149,56.0
INV-20260604-S003-P018,2026-06-04,S003,P018,355,99.0
INV-20260604-S003-P019,2026-06-04,S003,P019,167,64.0
INV-20260604-S003-P020,2026-06-04,S003,P020,212,55.0
INV-20260604-S003-P021,2026-06-04,S003,P021,197,35.0
INV-20260604-S003-P022,2026-06-04,S003,P022,209,41.0
INV-20260604-S003-P023,2026-06-04,S003,P023,274,59.0
INV-20260604-S003-P024,2026-06-04,S003,P024,64,51.0
INV-20260604-S003-P025,2026-06-04,S003,P025,258,12.0
INV-20260604-S003-P026,2026-06-04,S003,P026,395,88.0
INV-20260604-S003-P027,2026-06-04,S003,P027,420,95.0
INV-20260604-S003-P028,2026-06-04,S003,P028,118,23.0
INV-20260604-S003-P029,2026-06-04,S003,P029,73,62.0
INV-20260604-S003-P030,2026-06-04,S003,P030,53,20.0
INV-20260604-S003-P031,2026-06-04,S003,P031,235,74.0
INV-20260604-S003-P032,2026-06-04,S003,P032,229,37.0
INV-20260604-S003-P033,2026-06-04,S003,P033,235,72.0
INV-20260604-S003-P034,2026-06-04,S003,P034,103,79.0
INV-20260604-S003-P035,2026-06-04,S003,P035,296,83.0
INV-20260604-S003-P036,2026-06-04,S003,P036,94,20.0
INV-20260604-S003-P037,2026-06-04,S003,P037,274,97.0
INV-20260604-S003-P038,2026-06-04,S003,P038,147,32.0
INV-20260604-S003-P039,2026-06-04,S003,P039,292,14.0
INV-20260604-S003-P040,2026-06-04,S003,P040,312,62.0
INV-20260604-S003-P041,2026-06-04,S003,P041,254,45.0
INV-20260604-S003-P042,2026-06-04,S003,P042,387,88.0
INV-20260604-S003-P043,2026-06-04,S003,P043,404,86.0
INV-20260604-S003-P044,2026-06-04,S003,P044,141,40.0
INV-20260604-S003-P045,2026-06-04,S003,P045,200,100.0
INV-20260604-S003-P046,2026-06-04,S003,P046,92,37.0
INV-20260604-S003-P047,2026-06-04,S003,P047,166,59.0
INV-20260604-S003-P048,2026-06-04,S003,P048,88,34.0
INV-20260604-S003-P049,2026-06-04,S003,P049,476,98.0
INV-20260605-S001-P001,2026-06-05,S001,P001,239,57.0
INV-20260605-S001-P002,2026-06-05,S001,P002,66,41.0
INV-20260605-S001-P003,2026-06-05,S001,P003,71,24.0
INV-20260605-S001-P004,2026-06-05,S001,P004,148,20.0
INV-20260605-S001-P005,2026-06-05,S001,P005,113,66.0
INV-20260605-S001-P006,2026-06-05,S001,P006,316,26.0
INV-20260605-S001-P007,2026-06-05,S001,P007,136,97.0
INV-20260605-S001-P008,2026-06-05,S001,P008,100,65.0
INV-20260605-S001-P009,2026-06-05,S001,P009,90,43.0
INV-20260605-S001-P010,2026-06-05,S001,P010,305,66.0
INV-20260605-S001-P011,2026-06-05,S001,P011,299,12.0
INV-20260605-S001-P012,2026-06-05,S001,P012,330,101.0
INV-20260605-S001-P013,2026-06-05,S001,P013,119,56.0
INV-20260605-S001-P014,2026-06-05,S001,P014,385,84.0
INV-20260605-S001-P015,2026-06-05,S001,P015,28,18.0
INV-20260605-S001-P016,2026-06-05,S001,P016,242,56.0
INV-20260605-S001-P017,2026-06-05,S001,P017,251,56.0
INV-20260605-S001-P018,2026-06-05,S001,P018,174,99.0
INV-20260605-S001-P019,2026-06-05,S001,P019,314,64.0
INV-20260605-S001-P020,2026-06-05,S001,P020,93,55.0
INV-20260605-S001-P021,2026-06-05,S001,P021,48,35.0
INV-20260605-S001-P022,2026-06-05,S001,P022,124,41.0
INV-20260605-S001-P023,2026-06-05,S001,P023,214,59.0
INV-20260605-S001-P024,2026-06-05,S001,P024,196,51.0
INV-20260605-S001-P025,2026-06-05,S001,P025,327,12.0
INV-20260605-S001-P026,2026-06-05,S001,P026,411,88.0
INV-20260605-S001-P027,2026-06-05,S001,P027,295,95.0
INV-20260605-S001-P028,2026-06-05,S001,P028,227,23.0
INV-20260605-S001-P029,2026-06-05,S001,P029,192,62.0
INV-20260605-S001-P030,2026-06-05,S001,P030,82,20.0
INV-20260605-S001-P031,2026-06-05,S001,P031,344,74.0
INV-20260605-S001-P032,2026-06-05,S001,P032,231,37.0
INV-20260605-S001-P033,2026-06-05,S001,P033,79,72.0
INV-20260605-S001-P034,2026-06-05,S001,P034,133,79.0
INV-20260605-S001-P035,2026-06-05,S001,P035,387,83.0
INV-20260605-S001-P036,2026-06-05,S001,P036,31,20.0
INV-20260605-S001-P037,2026-06-05,S001,P037,468,97.0
INV-20260605-S001-P038,2026-06-05,S001,P038,243,32.0
INV-20260605-S001-P039,2026-06-05,S001,P039,309,14.0
INV-20260605-S001-P040,2026-06-05,S001,P040,120,62.0
INV-20260605-S001-P041,2026-06-05,S001,P041,130,45.0
INV-20260605-S001-P042,2026-06-05,S001,P042,121,88.0
INV-20260605-S001-P043,2026-06-05,S001,P043,171,86.0
INV-20260605-S001-P044,2026-06-05,S001,P044,100,40.0
INV-20260605-S001-P045,2026-06-05,S001,P045,277,100.0
INV-20260605-S001-P046,2026-06-05,S001,P046,202,37.0
INV-20260605-S001-P047,2026-06-05,S001,P047,82,59.0
INV-20260605-S001-P048,2026-06-05,S001,P048,147,34.0
INV-20260605-S001-P049,2026-06-05,S001,P049,146,98.0
INV-20260605-S001-P050,2026-06-05,S001,P050,73,26.0
INV-20260605-S002-P001,2026-06-05,S002,P001,132,57.0
INV-20260605-S002-P002,2026-06-05,S002,P002,128,41.0
INV-20260605-S002-P003,2026-06-05,S002,P003,67,24.0
INV-20260605-S002-P004,2026-06-05,S002,P004,401,20.0
INV-20260605-S002-P005,2026-06-05,S002,P005,179,66.0
INV-20260605-S002-P006,2026-06-05,S002,P006,110,26.0
INV-20260605-S002-P007,2026-06-05,S002,P007,227,97.0
INV-20260605-S002-P008,2026-06-05,S002,P008,297,65.0
INV-20260605-S002-P009,2026-06-05,S002,P009,183,43.0
INV-20260605-S002-P010,2026-06-05,S002,P010,223,66.0
INV-20260605-S002-P011,2026-06-05,S002,P011,75,12.0
INV-20260605-S002-P012,2026-06-05,S002,P012,438,101.0
INV-20260605-S002-P013,2026-06-05,S002,P013,92,56.0
INV-20260605-S002-P014,2026-06-05,S002,P014,395,84.0
INV-20260605-S002-P015,2026-06-05,S002,P015,75,18.0
INV-20260605-S002-P016,2026-06-05,S002,P016,231,56.0
INV-20260605-S002-P017,2026-06-05,S002,P017,110,56.0
INV-20260605-S002-P018,2026-06-05,S002,P018,403,99.0
INV-20260605-S002-P019,2026-06-05,S002,P019,95,64.0
INV-20260605-S002-P020,2026-06-05,S002,P020,164,55.0
INV-20260605-S002-P021,2026-06-05,S002,P021,201,35.0
INV-20260605-S002-P022,2026-06-05,S002,P022,107,41.0
INV-20260605-S002-P023,2026-06-05,S002,P023,273,59.0
INV-20260605-S002-P024,2026-06-05,S002,P024,218,51.0
INV-20260605-S002-P025,2026-06-05,S002,P025,161,12.0
INV-20260605-S002-P026,2026-06-05,S002,P026,378,88.0
INV-20260605-S002-P027,2026-06-05,S002,P027,250,95.0
INV-20260605-S002-P028,2026-06-05,S002,P028,229,23.0
INV-20260605-S002-P029,2026-06-05,S002,P029,278,62.0
INV-20260605-S002-P030,2026-06-05,S002,P030,220,20.0
INV-20260605-S002-P031,2026-06-05,S002,P031,317,74.0
INV-20260605-S002-P032,2026-06-05,S002,P032,161,37.0
INV-20260605-S002-P033,2026-06-05,S002,P033,267,72.0
INV-20260605-S002-P034,2026-06-05,S002,P034,347,79.0
INV-20260605-S002-P035,2026-06-05,S002,P035,116,83.0
INV-20260605-S002-P036,2026-06-05,S002,P036,84,20.0
INV-20260605-S002-P037,2026-06-05,S002,P037,150,97.0
INV-20260605-S002-P038,2026-06-05,S002,P038,195,32.0
INV-20260605-S002-P039,2026-06-05,S002,P039,29,14.0
INV-20260605-S002-P040,2026-06-05,S002,P040,144,62.0
INV-20260605-S002-P041,2026-06-05,S002,P041,178,45.0
INV-20260605-S002-P042,2026-06-05,S002,P042,114,88.0
INV-20260605-S002-P043,2026-06-05,S002,P043,361,86.0
INV-20260605-S002-P044,2026-06-05,S002,P044,52,40.0
INV-20260605-S002-P045,2026-06-05,S002,P045,120,100.0
INV-20260605-S002-P046,2026-06-05,S002,P046,115,37.0
INV-20260605-S002-P047,2026-06-05,S002,P047,112,59.0
INV-20260605-S002-P048,2026-06-05,S002,P048,205,34.0
INV-20260605-S002-P049,2026-06-05,S002,P049,139,98.0
INV-20260605-S002-P050,2026-06-05,S002,P050,130,26.0
INV-20260605-S003-P001,2026-06-05,S003,P001,196,57.0
INV-20260605-S003-P002,2026-06-05,S003,P002,238,41.0
INV-20260605-S003-P003,2026-06-05,S003,P003,142,24.0
INV-20260605-S003-P004,2026-06-05,S003,P004,77,20.0
INV-20260605-S003-P005,2026-06-05,S003,P005,308,66.0
INV-20260605-S003-P006,2026-06-05,S003,P006,178,26.0
INV-20260605-S003-P007,2026-06-05,S003,P007,177,97.0
INV-20260605-S003-P008,2026-06-05,S003,P008,68,65.0
INV-20260605-S003-P009,2026-06-05,S003,P009,214,43.0
INV-20260605-S003-P010,2026-06-05,S003,P010,133,66.0
INV-20260605-S003-P011,2026-06-05,S003,P011,284,12.0
INV-20260605-S003-P012,2026-06-05,S003,P012,129,101.0
INV-20260605-S003-P013,2026-06-05,S003,P013,138,56.0
INV-20260605-S003-P014,2026-06-05,S003,P014,296,84.0
INV-20260605-S003-P015,2026-06-05,S003,P015,36,18.0
INV-20260605-S003-P016,2026-06-05,S003,P016,210,56.0
INV-20260605-S003-P017,2026-06-05,S003,P017,147,56.0
INV-20260605-S003-P018,2026-06-05,S003,P018,343,99.0
INV-20260605-S003-P019,2026-06-05,S003,P019,158,64.0
INV-20260605-S003-P020,2026-06-05,S003,P020,199,55.0
INV-20260605-S003-P021,2026-06-05,S003,P021,195,35.0
INV-20260605-S003-P022,2026-06-05,S003,P022,203,41.0
INV-20260605-S003-P023,2026-06-05,S003,P023,272,59.0
INV-20260605-S003-P024,2026-06-05,S003,P024,56,51.0
INV-20260605-S003-P025,2026-06-05,S003,P025,257,12.0
INV-20260605-S003-P026,2026-06-05,S003,P026,382,88.0
INV-20260605-S003-P027,2026-06-05,S003,P027,410,95.0
INV-20260605-S003-P028,2026-06-05,S003,P028,115,23.0
INV-20260605-S003-P029,2026-06-05,S003,P029,312,62.0
INV-20260605-S003-P030,2026-06-05,S003,P030,50,20.0
INV-20260605-S003-P031,2026-06-05,S003,P031,228,74.0
INV-20260605-S003-P032,2026-06-05,S003,P032,224,37.0
INV-20260605-S003-P033,2026-06-05,S003,P033,231,72.0
INV-20260605-S003-P034,2026-06-05,S003,P034,88,79.0
INV-20260605-S003-P035,2026-06-05,S003,P035,286,83.0
INV-20260605-S003-P036,2026-06-05,S003,P036,87,20.0
INV-20260605-S003-P037,2026-06-05,S003,P037,259,97.0
INV-20260605-S003-P038,2026-06-05,S003,P038,142,32.0
INV-20260605-S003-P039,2026-06-05,S003,P039,291,14.0
INV-20260605-S003-P040,2026-06-05,S003,P040,306,62.0
INV-20260605-S003-P041,2026-06-05,S003,P041,249,45.0
INV-20260605-S003-P042,2026-06-05,S003,P042,381,88.0
INV-20260605-S003-P043,2026-06-05,S003,P043,398,86.0
INV-20260605-S003-P044,2026-06-05,S003,P044,135,40.0
INV-20260605-S003-P045,2026-06-05,S003,P045,189,100.0
INV-20260605-S003-P046,2026-06-05,S003,P046,88,37.0
INV-20260605-S003-P047,2026-06-05,S003,P047,161,59.0
INV-20260605-S003-P048,2026-06-05,S003,P048,84,34.0
INV-20260605-S003-P049,2026-06-05,S003,P049,462,98.0
INV-20260606-S001-P001,2026-06-06,S001,P001,231,57.0
INV-20260606-S001-P002,2026-06-06,S001,P002,64,41.0
INV-20260606-S001-P003,2026-06-06,S001,P003,70,24.0
INV-20260606-S001-P004,2026-06-06,S001,P004,143,20.0
INV-20260606-S001-P005,2026-06-06,S001,P005,98,66.0
INV-20260606-S001-P006,2026-06-06,S001,P006,310,26.0
INV-20260606-S001-P007,2026-06-06,S001,P007,121,97.0
INV-20260606-S001-P008,2026-06-06,S001,P008,91,65.0
INV-20260606-S001-P009,2026-06-06,S001,P009,86,43.0
INV-20260606-S001-P010,2026-06-06,S001,P010,295,66.0
INV-20260606-S001-P011,2026-06-06,S001,P011,298,12.0
INV-20260606-S001-P012,2026-06-06,S001,P012,312,101.0
INV-20260606-S001-P013,2026-06-06,S001,P013,110,56.0
INV-20260606-S001-P014,2026-06-06,S001,P014,375,84.0
INV-20260606-S001-P015,2026-06-06,S001,P015,26,18.0
INV-20260606-S001-P016,2026-06-06,S001,P016,238,56.0
INV-20260606-S001-P017,2026-06-06,S001,P017,244,56.0
INV-20260606-S001-P018,2026-06-06,S001,P018,159,99.0
INV-20260606-S001-P019,2026-06-06,S001,P019,298,64.0
INV-20260606-S001-P020,2026-06-06,S001,P020,88,55.0
